sku,date,forecast
S001_P0010,2023-12-29,146.41368238801533
S001_P0010,2023-12-30,97.23980181956559
S001_P0010,2023-12-31,212.14800999280254
S001_P0010,2024-01-01,105.62397665245949
S001_P0011,2023-12-26,136.5428231966344
S001_P0011,2023-12-27,112.11765937155873
S001_P0011,2023-12-28,86.53418706110627
S001_P0011,2023-12-29,173.29933888565373
S001_P0011,2023-12-30,273.74894154059183
S001_P0011,2023-12-31,128.36090683043284
S001_P0011,2024-01-01,70.07948849123598
S001_P0012,2023-12-26,94.2278604609595
S001_P0012,2023-12-27,166.78014409226378
S001_P0012,2023-12-28,130.1506242572219
S001_P0012,2023-12-29,1.345481420343179
S001_P0012,2023-12-30,164.48631596039573
S001_P0012,2023-12-31,207.29211633987754
S001_P0012,2024-01-01,169.22166527583593
S001_P0013,2023-12-26,153.6050095522509
S001_P0013,2023-12-27,238.46253942241472
S001_P0013,2023-12-28,84.0767587706959
S001_P0013,2023-12-29,197.7293872057677
S001_P0013,2023-12-30,98.62914369163893
S001_P0013,2023-12-31,112.5877028456929
S001_P0013,2024-01-01,153.95540597182722
S001_P0014,2023-12-26,204.90667516350865
S001_P0014,2023-12-27,132.54580473271508
S001_P0014,2023-12-28,198.63950015188374
S001_P0014,2023-12-29,269.5941863216665
S001_P0014,2023-12-30,130.3421772200193
S001_P0014,2023-12-31,206.25925858196703
S001_P0014,2024-01-01,162.42281757910436
S001_P0015,2023-12-26,151.96614169268057
S001_P0015,2023-12-27,118.91533849243977
S001_P0015,2023-12-28,135.28291756158453
S001_P0015,2023-12-29,100.28666106421777
S001_P0015,2023-12-30,79.06370472264236
S001_P0015,2023-12-31,111.44163320361032
S001_P0015,2024-01-01,256.322035194273
S001_P0016,2023-12-26,138.61558170937533
S001_P0016,2023-12-27,177.0413980955718
S001_P0016,2023-12-28,191.80359488374873
S001_P0016,2023-12-29,125.87182407465254
S001_P0016,2023-12-30,73.23872075845239
S001_P0016,2023-12-31,90.18578368988403
S001_P0016,2024-01-01,137.5161012285609
S001_P0017,2023-12-26,163.9499364122962
S001_P0017,2023-12-27,112.9441129187446
S001_P0017,2023-12-28,18.354005295690737
S001_P0017,2023-12-29,56.03200021805517
S001_P0017,2023-12-30,137.1785784972047
S001_P0017,2023-12-31,92.0780911686177
S001_P0017,2024-01-01,235.63794412571568
S001_P0018,2023-12-26,147.98446147082694
S001_P0018,2023-12-27,132.44858030824486
S001_P0018,2023-12-28,161.48209007534285
S001_P0018,2023-12-29,156.64061077355743
S001_P0018,2023-12-30,55.69368274305185
S001_P0018,2023-12-31,64.2547568630864
S001_P0018,2024-01-01,176.4437614754594
S001_P0019,2023-12-26,137.92161540340086
S001_P0019,2023-12-27,95.71251368648821
S001_P0019,2023-12-28,186.77836437356558
S001_P0019,2023-12-29,30.41738464462894
S001_P0019,2023-12-30,137.15751731509206
S001_P0019,2023-12-31,146.06861742036708
S001_P0019,2024-01-01,144.87013652447362
S001_P0020,2023-12-26,152.01754524853425
S001_P0020,2023-12-27,173.42007498864893
S001_P0020,2023-12-28,163.1366709656093
S001_P0020,2023-12-29,157.0388323534895
S001_P0020,2023-12-30,152.5613479479176
S001_P0020,2023-12-31,60.22542476077089
S001_P0020,2024-01-01,164.54204340739105
S002_P0001,2023-12-26,152.6373238480213
S002_P0001,2023-12-27,293.70849649554333
S002_P0001,2023-12-28,157.4733999180804
S002_P0001,2023-12-29,99.27331938344697
S002_P0001,2023-12-30,269.6656771616383
S002_P0001,2023-12-31,154.52554659128293
S002_P0001,2024-01-01,167.3520635781942
S002_P0002,2023-12-26,128.93110063627338
S002_P0002,2023-12-27,78.37170599987861
S002_P0002,2023-12-28,130.1930669987369
S002_P0002,2023-12-29,33.50094426779428
S002_P0002,2023-12-30,92.56373529636147
S002_P0002,2023-12-31,158.48829568265342
S002_P0002,2024-01-01,101.94558154584404
S002_P0003,2023-12-26,128.94831487979485
S002_P0003,2023-12-27,154.21116422225455
S002_P0003,2023-12-28,94.15672598109585
S002_P0003,2023-12-29,153.66625599944393
S002_P0003,2023-12-30,143.54822349732203
S002_P0003,2023-12-31,145.04247236939756
S002_P0003,2024-01-01,128.60516949131673
S002_P0004,2023-12-26,141.34042943852094
S002_P0004,2023-12-27,181.04124850816848
S002_P0004,2023-12-28,234.50511092768508
S002_P0004,2023-12-29,179.07846940519946
S002_P0004,2023-12-30,128.047942446775
S002_P0004,2023-12-31,203.16531985814913
S002_P0004,2024-01-01,169.56914102210882
S002_P0005,2023-12-26,148.81803476617853
S002_P0005,2023-12-27,181.70700282820212
S002_P0005,2023-12-28,159.30538329511313
S002_P0005,2023-12-29,147.024395840839
S002_P0005,2023-12-30,64.46909935704525
S002_P0005,2023-12-31,168.05160006050232
S002_P0005,2024-01-01,170.9892200273337
S002_P0006,2023-12-26,93.16607461155138
S002_P0006,2023-12-27,91.20561685372579
S002_P0006,2023-12-28,149.76175963705992
S002_P0006,2023-12-29,179.0739114249665
S002_P0006,2023-12-30,155.20938091534208
S002_P0006,2023-12-31,103.66703291429974
S002_P0006,2024-01-01,212.93394036445224
S002_P0007,2023-12-26,231.91143852150185
S002_P0007,2023-12-27,178.97897765926078
S002_P0007,2023-12-28,61.59273524431844
S002_P0007,2023-12-29,140.90409707666836
S002_P0007,2023-12-30,122.75542051842743
S002_P0007,2023-12-31,149.04209407928866
S002_P0007,2024-01-01,156.60985079276097
S002_P0008,2023-12-26,186.32415876234583
S002_P0008,2023-12-27,115.83231942938444
S002_P0008,2023-12-28,102.51694383975945
S002_P0008,2023-12-29,229.47926595418429
S002_P0008,2023-12-30,160.75549909089773
S002_P0008,2023-12-31,127.07273928572471
S002_P0008,2024-01-01,74.80899179564966
S002_P0009,2023-12-26,166.45299325685892
S002_P0009,2023-12-27,154.92605106869414
S002_P0009,2023-12-28,135.68662577675036
S002_P0009,2023-12-29,147.14855385777432
S002_P0009,2023-12-30,195.69109341375318
S002_P0009,2023-12-31,169.1108265103121
S002_P0009,2024-01-01,115.99461496822478
S002_P0010,2023-12-26,145.89781485950826
S002_P0010,2023-12-27,112.27013960282434
S002_P0010,2023-12-28,67.8830164152937
S002_P0010,2023-12-29,150.89138615907976
S002_P0010,2023-12-30,65.99016929865854
S002_P0010,2023-12-31,154.39338493052415
S002_P0010,2024-01-01,160.74582344189858
S002_P0011,2023-12-26,111.33197220100458
S002_P0011,2023-12-27,112.39981445670148
S002_P0011,2023-12-28,90.44055432243478
S002_P0011,2023-12-29,174.6430732569736
S002_P0011,2023-12-30,132.1090706262559
S002_P0011,2023-12-31,150.8034860457119
S002_P0011,2024-01-01,145.97867369935946
S002_P0012,2023-12-26,132.68094208838232
S002_P0012,2023-12-27,140.60486638936928
S002_P0012,2023-12-28,182.31761387935416
S002_P0012,2023-12-29,95.38323054783653
S002_P0012,2023-12-30,189.6090767668272
S002_P0012,2023-12-31,194.73522189003597
S002_P0012,2024-01-01,196.03344531249954
S002_P0013,2023-12-26,122.06156936332795
S002_P0013,2023-12-27,127.49644456045415
S002_P0013,2023-12-28,191.33114581811392
S002_P0013,2023-12-29,152.29053187394373
S002_P0013,2023-12-30,150.2453006099188
S002_P0013,2023-12-31,256.4000618345972
S002_P0013,2024-01-01,186.47417246395062
S002_P0014,2023-12-26,79.61183634403056
S002_P0014,2023-12-27,86.67849414240088
S002_P0014,2023-12-28,114.90748588801343
S002_P0014,2023-12-29,208.49648122541123
S002_P0014,2023-12-30,62.62182338821333
S002_P0014,2023-12-31,84.12634042993338
S002_P0014,2024-01-01,95.71501524612408
S002_P0015,2023-12-26,56.8935500958255
S002_P0015,2023-12-27,171.0511365816424
S002_P0015,2023-12-28,156.40211398517306
S002_P0015,2023-12-29,113.69189917503458
S002_P0015,2023-12-30,198.0701784798077
S002_P0015,2023-12-31,213.59541927070023
S002_P0015,2024-01-01,135.40551083351164
S002_P0016,2023-12-26,135.46603833336803
S002_P0016,2023-12-27,224.655507879651
S002_P0016,2023-12-28,227.85134306202795
S002_P0016,2023-12-29,187.2506263994706
S002_P0016,2023-12-30,156.6412793736748
S002_P0016,2023-12-31,150.96898270511215
S002_P0016,2024-01-01,178.20554295629626
S002_P0017,2023-12-26,46.375499705722426
S002_P0017,2023-12-27,174.9803204077314
S002_P0017,2023-12-28,191.2468051300297
S002_P0017,2023-12-29,94.6589900064345
S002_P0017,2023-12-30,112.49415679542655
S002_P0017,2023-12-31,184.85620628241924
S002_P0017,2024-01-01,60.9963537899554
S002_P0018,2023-12-26,80.10678364595663
S002_P0018,2023-12-27,156.12301695960116
S002_P0018,2023-12-28,70.74120263199099
S002_P0018,2023-12-29,171.09477245610387
S002_P0018,2023-12-30,118.33850944692465
S002_P0018,2023-12-31,167.06313863274116
S002_P0018,2024-01-01,131.38382650097148
S002_P0019,2023-12-26,92.14112778633515
S002_P0019,2023-12-27,144.29894972332167
S002_P0019,2023-12-28,84.04954470344137
S002_P0019,2023-12-29,108.44536884699176
S002_P0019,2023-12-30,113.52335052480319
S002_P0019,2023-12-31,156.91626928646832
S002_P0019,2024-01-01,76.43856230742577
S002_P0020,2023-12-26,217.22127765529956
S002_P0020,2023-12-27,186.95980716302918
S002_P0020,2023-12-28,117.39885387234389
S002_P0020,2023-12-29,91.00186746455623
S002_P0020,2023-12-30,79.60121267693815
S002_P0020,2023-12-31,185.73388669062942
S002_P0020,2024-01-01,184.65840295544356
S003_P0001,2023-12-26,113.7736560927263
S003_P0001,2023-12-27,135.1333024764342
S003_P0001,2023-12-28,115.00641221671387
S003_P0001,2023-12-29,171.44844424510705
S003_P0001,2023-12-30,83.97015340265501
S003_P0001,2023-12-31,78.71505172160484
S003_P0001,2024-01-01,167.43263173811326
S003_P0002,2023-12-26,102.91180631282221
S003_P0002,2023-12-27,83.4635489802757
S003_P0002,2023-12-28,63.445945721760495
S003_P0002,2023-12-29,87.89051169366036
S003_P0002,2023-12-30,58.29599350310493
S003_P0002,2023-12-31,77.48979435923614
S003_P0002,2024-01-01,47.57258418344125
S003_P0003,2023-12-26,135.34456095223396
S003_P0003,2023-12-27,110.00890075125146
S003_P0003,2023-12-28,73.80739923343342
S003_P0003,2023-12-29,210.70864693196324
S003_P0003,2023-12-30,99.06483368542673
S003_P0003,2023-12-31,184.36989618739855
S003_P0003,2024-01-01,106.86014096162081
S003_P0004,2023-12-26,43.609689280415
S003_P0004,2023-12-27,150.91740870853675
S003_P0004,2023-12-28,75.4942704231029
S003_P0004,2023-12-29,51.02014250534962
S003_P0004,2023-12-30,133.39987220869753
S003_P0004,2023-12-31,120.510182631415
S003_P0004,2024-01-01,152.67331830890905
S003_P0005,2023-12-26,210.7850716399279
S003_P0005,2023-12-27,106.36314474193294
S003_P0005,2023-12-28,87.03526724441659
S003_P0005,2023-12-29,49.24134899925229
S003_P0005,2023-12-30,121.88906316133469
S003_P0005,2023-12-31,144.89217061291123
S003_P0005,2024-01-01,126.16913963812135
S003_P0006,2023-12-26,73.1945034857582
S003_P0006,2023-12-27,79.2309682727745
S003_P0006,2023-12-28,157.09105683655497
S003_P0006,2023-12-29,116.42875737999556
S003_P0006,2023-12-30,71.80107353385773
S003_P0006,2023-12-31,56.655281677849075
S003_P0006,2024-01-01,158.72730743021617
S003_P0007,2023-12-26,167.10893886027188
S003_P0007,2023-12-27,75.72275552925962
S003_P0007,2023-12-28,135.57898903981675
S003_P0007,2023-12-29,103.97535032054061
S003_P0007,2023-12-30,69.28985978230675
S003_P0007,2023-12-31,118.70039303865087
S003_P0007,2024-01-01,143.92173628909276
S003_P0008,2023-12-26,14.77528429648278
S003_P0008,2023-12-27,166.601096759503
S003_P0008,2023-12-28,101.71532142874305
S003_P0008,2023-12-29,114.05470868526156
S003_P0008,2023-12-30,84.02400857014086
S003_P0008,2023-12-31,154.59745217095713
S003_P0008,2024-01-01,175.49699178273778
S003_P0009,2023-12-26,148.56396606665527
S003_P0009,2023-12-27,57.776857397581175
S003_P0009,2023-12-28,90.3812727074332
S003_P0009,2023-12-29,141.13643518286182
S003_P0009,2023-12-30,150.63892848660427
S003_P0009,2023-12-31,179.5804735448898
S003_P0009,2024-01-01,63.53905078301192
S003_P0010,2023-12-26,109.97342060894071
S003_P0010,2023-12-27,133.97036003666315
S003_P0010,2023-12-28,23.43868990736149
S003_P0010,2023-12-29,120.59179773231067
S003_P0010,2023-12-30,189.90551252231833
S003_P0010,2023-12-31,148.91072799726987
S003_P0010,2024-01-01,174.5797089734503
S003_P0011,2023-12-26,278.51791174247666
S003_P0011,2023-12-27,155.88326791596123
S003_P0011,2023-12-28,119.214265166121
S003_P0011,2023-12-29,112.69579115992076
S003_P0011,2023-12-30,103.36692291225228
S003_P0011,2023-12-31,98.29160355815951
S003_P0011,2024-01-01,117.43720812653497
S003_P0012,2023-12-26,130.00605352533734
S003_P0012,2023-12-27,146.21355500375967
S003_P0012,2023-12-28,108.67986215574885
S003_P0012,2023-12-29,161.396861744084
S003_P0012,2023-12-30,147.43986491298045
S003_P0012,2023-12-31,134.65792831608445
S003_P0012,2024-01-01,154.39915563509794
S003_P0013,2023-12-26,93.91883581264193
S003_P0013,2023-12-27,110.750624656766
S003_P0013,2023-12-28,84.49732784154243
S003_P0013,2023-12-29,68.99811434200127
S003_P0013,2023-12-30,102.46806035545112
S003_P0013,2023-12-31,47.54908417212044
S003_P0013,2024-01-01,188.60124129112583
S003_P0014,2023-12-26,199.77686299387145
S003_P0014,2023-12-27,79.42017052169334
S003_P0014,2023-12-28,90.98258079144662
S003_P0014,2023-12-29,174.30122143630368
S003_P0014,2023-12-30,51.648192623060524
S003_P0014,2023-12-31,171.96306303875045
S003_P0014,2024-01-01,203.7931649930293
S003_P0015,2023-12-26,80.23072749724076
S003_P0015,2023-12-27,136.5395907039051
S003_P0015,2023-12-28,125.05285327994252
S003_P0015,2023-12-29,98.45752660389209
S003_P0015,2023-12-30,194.26518147808423
S003_P0015,2023-12-31,136.2652478009772
S003_P0015,2024-01-01,87.31652444547963
S003_P0016,2023-12-26,241.2292089066352
S003_P0016,2023-12-27,202.747050910313
S003_P0016,2023-12-28,172.74074009113318
S003_P0016,2023-12-29,149.6065960224603
S003_P0016,2023-12-30,113.90603674175495
S003_P0016,2023-12-31,128.32306696294637
S003_P0016,2024-01-01,109.38050272456486
S003_P0017,2023-12-26,209.35061078135732
S003_P0017,2023-12-27,157.84878601602628
S003_P0017,2023-12-28,145.82879577345395
S003_P0017,2023-12-29,101.8353992137018
S003_P0017,2023-12-30,112.229316891157
S003_P0017,2023-12-31,193.53408989741814
S003_P0017,2024-01-01,179.86095621146782
S003_P0018,2023-12-26,138.46108211348744
S003_P0018,2023-12-27,172.30345678304758
S003_P0018,2023-12-28,116.63845339197064
S003_P0018,2023-12-29,100.57166782536082
S003_P0018,2023-12-30,168.7678319412391
S003_P0018,2023-12-31,227.31978855482112
S003_P0018,2024-01-01,100.60192646796345
S003_P0019,2023-12-26,69.77405562666455
S003_P0019,2023-12-27,122.18325871287671
S003_P0019,2023-12-28,299.95017762399243
S003_P0019,2023-12-29,144.91338265709388
S003_P0019,2023-12-30,139.47086052948939
S003_P0019,2023-12-31,139.69989645438898
S003_P0019,2024-01-01,146.37723212211668
S003_P0020,2023-12-26,80.368344517678
S003_P0020,2023-12-27,110.63302126290132
S003_P0020,2023-12-28,149.32562068026056
S003_P0020,2023-12-29,103.79002232550971
S003_P0020,2023-12-30,209.90244773442475
S003_P0020,2023-12-31,227.6747526349392
S003_P0020,2024-01-01,213.78831216822294
S004_P0001,2023-12-26,149.39115986689836
S004_P0001,2023-12-27,156.0864623440653
S004_P0001,2023-12-28,205.57481546082178
S004_P0001,2023-12-29,25.00995566137119
S004_P0001,2023-12-30,162.93433189110655
S004_P0001,2023-12-31,130.71168177884994
S004_P0001,2024-01-01,161.08367047072406
S004_P0002,2023-12-26,178.96424758013896
S004_P0002,2023-12-27,127.94524105603787
S004_P0002,2023-12-28,130.1019970298849
S004_P0002,2023-12-29,136.34437740788863
S004_P0002,2023-12-30,101.55734905558754
S004_P0002,2023-12-31,168.6856790818244
S004_P0002,2024-01-01,147.65563757194948
S004_P0003,2023-12-26,126.34175262542144
S004_P0003,2023-12-27,164.0499694673919
S004_P0003,2023-12-28,52.09552392246886
S004_P0003,2023-12-29,96.20217332077395
S004_P0003,2023-12-30,97.10436658415851
S004_P0003,2023-12-31,169.81595074439983
S004_P0003,2024-01-01,144.77040670510462
S004_P0004,2023-12-26,111.96705097326412
S004_P0004,2023-12-27,167.07549257662714
S004_P0004,2023-12-28,155.42344154370664
S004_P0004,2023-12-29,87.5965854185036
S004_P0004,2023-12-30,65.50312514490453
S004_P0004,2023-12-31,188.22682776484547
S004_P0004,2024-01-01,251.3692161089602
S004_P0005,2023-12-26,221.163501464038
S004_P0005,2023-12-27,112.53365124101548
S004_P0005,2023-12-28,89.26597814411289
S004_P0005,2023-12-29,179.54206786679637
S004_P0005,2023-12-30,114.11493524652967
S004_P0005,2023-12-31,181.7028617551902
S004_P0005,2024-01-01,151.25880665641344
S004_P0006,2023-12-26,149.80785486412083
S004_P0006,2023-12-27,156.23179608168104
S004_P0006,2023-12-28,90.13726660965575
S004_P0006,2023-12-29,214.01609748417278
S004_P0006,2023-12-30,93.71779376732061
S004_P0006,2023-12-31,121.00380488448067
S004_P0006,2024-01-01,205.88273295062618
S004_P0007,2023-12-26,93.77935160359681
S004_P0007,2023-12-27,128.4201646157002
S004_P0007,2023-12-28,115.33307166085069
S004_P0007,2023-12-29,85.57783015578826
S004_P0007,2023-12-30,128.31079899040313
S004_P0007,2023-12-31,86.34585936201606
S004_P0007,2024-01-01,140.99390732249142
S004_P0008,2023-12-26,138.85934248348775
S004_P0008,2023-12-27,90.90405847675292
S004_P0008,2023-12-28,123.30694041796552
S004_P0008,2023-12-29,74.72440236553719
S004_P0008,2023-12-30,120.30381863786612
S004_P0008,2023-12-31,36.150925152840614
S004_P0008,2024-01-01,154.6963144461588
S004_P0009,2023-12-26,78.36663681045808
S004_P0009,2023-12-27,100.37235081326477
S004_P0009,2023-12-28,177.39843064780166
S004_P0009,2023-12-29,102.3204182560304
S004_P0009,2023-12-30,132.9116974618836
S004_P0009,2023-12-31,183.49513931804543
S004_P0009,2024-01-01,137.54401133865082
S004_P0010,2023-12-26,138.03478284650691
S004_P0010,2023-12-27,105.16871621776706
S004_P0010,2023-12-28,90.91732320433388
S004_P0010,2023-12-29,99.23216815022079
S004_P0010,2023-12-30,124.80197171934041
S004_P0010,2023-12-31,0.0
S004_P0010,2024-01-01,199.03191784758602
S004_P0011,2023-12-26,126.34652454905513
S004_P0011,2023-12-27,237.35878128651157
S004_P0011,2023-12-28,54.66883049836445
S004_P0011,2023-12-29,164.89898349411098
S004_P0011,2023-12-30,185.71437055053917
S004_P0011,2023-12-31,75.43612222381175
S004_P0011,2024-01-01,92.77780107131018
S004_P0012,2023-12-26,155.78144080462914
S004_P0012,2023-12-27,164.51834443591392
S004_P0012,2023-12-28,79.85297990147953
S004_P0012,2023-12-29,131.44851687864426
S004_P0012,2023-12-30,155.96535819611728
S004_P0012,2023-12-31,101.17786056597959
S004_P0012,2024-01-01,124.57327314467797
S004_P0013,2023-12-26,65.71705113665895
S004_P0013,2023-12-27,145.87002172165847
S004_P0013,2023-12-28,121.16450783428002
S004_P0013,2023-12-29,189.1010431461695
S004_P0013,2023-12-30,175.8189757997055
S004_P0013,2023-12-31,169.18604511551112
S004_P0013,2024-01-01,92.39996005959965
S004_P0014,2023-12-26,143.87786124938071
S004_P0014,2023-12-27,132.08879805135416
S004_P0014,2023-12-28,126.49527523993375
S004_P0014,2023-12-29,121.60486065636972
S004_P0014,2023-12-30,97.18818605590948
S004_P0014,2023-12-31,108.79460090340895
S004_P0014,2024-01-01,142.8882717676154
S004_P0015,2023-12-26,215.7640291026454
S004_P0015,2023-12-27,214.4119371838592
S004_P0015,2023-12-28,132.70739765781602
S004_P0015,2023-12-29,103.35780013933162
S004_P0015,2023-12-30,101.41338808510103
S004_P0015,2023-12-31,117.17676059987507
S004_P0015,2024-01-01,215.41178527904185
S004_P0016,2023-12-26,149.36853315391954
S004_P0016,2023-12-27,176.72140316889426
S004_P0016,2023-12-28,222.9466629657651
S004_P0016,2023-12-29,167.86628679423123
S004_P0016,2023-12-30,148.11910118650974
S004_P0016,2023-12-31,82.6295336289256
S004_P0016,2024-01-01,54.1554021316275
S004_P0017,2023-12-26,167.74334002817548
S004_P0017,2023-12-27,50.309193249662336
S004_P0017,2023-12-28,133.46320857181456
S004_P0017,2023-12-29,182.82252815538737
S004_P0017,2023-12-30,84.43685325439758
S004_P0017,2023-12-31,119.10308642087284
S004_P0017,2024-01-01,240.74336359499532
S004_P0018,2023-12-26,207.6000442520175
S004_P0018,2023-12-27,130.04758604697602
S004_P0018,2023-12-28,181.31785974106373
S004_P0018,2023-12-29,139.8955725790518
S004_P0018,2023-12-30,87.18728401595602
S004_P0018,2023-12-31,144.76420663234506
S004_P0018,2024-01-01,70.41775044917858
S004_P0019,2023-12-26,147.23037127047166
S004_P0019,2023-12-27,48.3996396506756
S004_P0019,2023-12-28,100.59605225606278
S004_P0019,2023-12-29,82.84941408078865
S004_P0019,2023-12-30,73.9503238161797
S004_P0019,2023-12-31,105.67052484804066
S004_P0019,2024-01-01,193.06029125304784
S004_P0020,2023-12-26,129.13499117539183
S004_P0020,2023-12-27,22.171252232449675
S004_P0020,2023-12-28,82.40157872606738
S004_P0020,2023-12-29,159.18098963866308
S004_P0020,2023-12-30,80.20864473203527
S004_P0020,2023-12-31,40.06449433316704
S004_P0020,2024-01-01,149.04206311756994
S005_P0001,2023-12-26,118.24082165934928
S005_P0001,2023-12-27,246.00066850849973
S005_P0001,2023-12-28,157.0712035068551
S005_P0001,2023-12-29,154.96087824740826
S005_P0001,2023-12-30,194.7339665687053
S005_P0001,2023-12-31,202.98954830248434
S005_P0001,2024-01-01,133.84401802934116
S005_P0002,2023-12-26,63.61400080026549
S005_P0002,2023-12-27,137.4949630997529
S005_P0002,2023-12-28,87.55877771268466
S005_P0002,2023-12-29,219.4448046981488
S005_P0002,2023-12-30,166.23290815693187
S005_P0002,2023-12-31,166.28237052378077
S005_P0002,2024-01-01,171.88209543003393
S005_P0003,2023-12-26,162.97606779368385
S005_P0003,2023-12-27,129.6191042225369
S005_P0003,2023-12-28,145.80417716562692
S005_P0003,2023-12-29,134.29969130924565
S005_P0003,2023-12-30,101.81683716428337
S005_P0003,2023-12-31,167.80914290541227
S005_P0003,2024-01-01,215.51975521324275
S005_P0004,2023-12-26,122.97196939898846
S005_P0004,2023-12-27,86.0082820193785
S005_P0004,2023-12-28,100.35931429806472
S005_P0004,2023-12-29,111.40298860204159
S005_P0004,2023-12-30,128.60450320468252
S005_P0004,2023-12-31,86.61014870862311
S005_P0004,2024-01-01,70.04057870820064
S005_P0005,2023-12-26,204.3151889370948
S005_P0005,2023-12-27,135.2949900131023
S005_P0005,2023-12-28,142.1377668686268
S005_P0005,2023-12-29,132.7702683398629
S005_P0005,2023-12-30,157.42922320194933
S005_P0005,2023-12-31,163.74836847076224
S005_P0005,2024-01-01,126.96921665181287
S005_P0006,2023-12-26,191.9841866475713
S005_P0006,2023-12-27,121.1721040122984
S005_P0006,2023-12-28,103.24684993218176
S005_P0006,2023-12-29,127.10601491751281
S005_P0006,2023-12-30,109.55143245646143
S005_P0006,2023-12-31,121.50355179768354
S005_P0006,2024-01-01,39.975837080664114
S005_P0007,2023-12-26,178.70531545885228
S005_P0007,2023-12-27,104.95194373701499
S005_P0007,2023-12-28,118.86522357367485
S005_P0007,2023-12-29,169.64336983601157
S005_P0007,2023-12-30,137.6276030130346
S005_P0007,2023-12-31,73.04042793238003
S005_P0007,2024-01-01,123.57228068638233
S005_P0008,2023-12-26,128.20020347384818
S005_P0008,2023-12-27,186.68953827711798
S005_P0008,2023-12-28,90.45571667723762
S005_P0008,2023-12-29,184.85555490501167
S005_P0008,2023-12-30,63.7047588171437
S005_P0008,2023-12-31,126.15069405581573
S005_P0008,2024-01-01,173.68344961514308
S005_P0009,2023-12-26,109.07843379773465
S005_P0009,2023-12-27,108.05105783896353
S005_P0009,2023-12-28,244.09002085435355
S005_P0009,2023-12-29,166.8686834832545
S005_P0009,2023-12-30,157.3712399581053
S005_P0009,2023-12-31,123.70957604737596
S005_P0009,2024-01-01,89.14814818139617
S005_P0010,2023-12-26,82.57633289607871
S005_P0010,2023-12-27,154.26828107837403
S005_P0010,2023-12-28,177.6468813559157
S005_P0010,2023-12-29,229.3965838149676
S005_P0010,2023-12-30,152.77027393004488
S005_P0010,2023-12-31,261.4567692675131
S005_P0010,2024-01-01,137.3119392063827
S005_P0011,2023-12-26,151.81814625125224
S005_P0011,2023-12-27,144.81233953180308
S005_P0011,2023-12-28,143.8604922768451
S005_P0011,2023-12-29,136.20618911263412
S005_P0011,2023-12-30,130.8946087932375
S005_P0011,2023-12-31,131.8559141866268
