sku,date,pred
S001_P0008,2024-01-08,26.959522247314453
S001_P0009,2024-01-02,21.398836135864254
S001_P0009,2024-01-03,0.0
S001_P0009,2024-01-04,0.0
S001_P0009,2024-01-05,0.0
S001_P0009,2024-01-06,0.0
S001_P0009,2024-01-07,0.0
S001_P0009,2024-01-08,0.0
S001_P0010,2024-01-02,9.7969331741333
S001_P0010,2024-01-03,39.234622955322266
S001_P0010,2024-01-04,18.07054328918457
S001_P0010,2024-01-05,15.9313325881958
S001_P0010,2024-01-06,19.809776306152344
S001_P0010,2024-01-07,9.323159217834473
S001_P0010,2024-01-08,30.20043182373047
S001_P0011,2024-01-02,4.197574138641357
S001_P0011,2024-01-03,0.0
S001_P0011,2024-01-04,76.10582733154297
S001_P0011,2024-01-05,3.1610801219940186
S001_P0011,2024-01-06,0.0
S001_P0011,2024-01-07,8.01252555847168
S001_P0011,2024-01-08,34.65460205078125
S001_P0012,2024-01-02,14.522695541381836
S001_P0012,2024-01-03,25.82975578308105
S001_P0012,2024-01-04,29.85215759277344
S001_P0012,2024-01-05,1.804537653923035
S001_P0012,2024-01-06,26.45625877380371
S001_P0012,2024-01-07,21.23715591430664
S001_P0012,2024-01-08,31.54155921936035
S001_P0013,2024-01-02,0.0
S001_P0013,2024-01-03,5.320633888244629
S001_P0013,2024-01-04,25.29812431335449
S001_P0013,2024-01-05,9.250358581542969
S001_P0013,2024-01-06,39.75902557373047
S001_P0013,2024-01-07,0.0
S001_P0013,2024-01-08,31.252199172973636
S001_P0014,2024-01-02,7.686927318572998
S001_P0014,2024-01-03,20.954872131347656
S001_P0014,2024-01-04,64.0278549194336
S001_P0014,2024-01-05,14.841328620910645
S001_P0014,2024-01-06,63.25611877441406
S001_P0014,2024-01-07,28.832902908325195
S001_P0014,2024-01-08,4.798889636993408
S001_P0015,2024-01-02,0.5867249369621277
S001_P0015,2024-01-03,0.0
S001_P0015,2024-01-04,0.0
S001_P0015,2024-01-05,23.07128524780273
S001_P0015,2024-01-06,21.0428524017334
S001_P0015,2024-01-07,39.19775390625
S001_P0015,2024-01-08,53.69173431396485
S001_P0016,2024-01-02,0.0
S001_P0016,2024-01-03,21.066675186157227
S001_P0016,2024-01-04,5.991060733795166
S001_P0016,2024-01-05,21.74204635620117
S001_P0016,2024-01-06,0.0
S001_P0016,2024-01-07,15.304539680480955
S001_P0016,2024-01-08,13.196663856506348
S001_P0017,2024-01-02,0.0
S001_P0017,2024-01-03,0.0
S001_P0017,2024-01-04,21.70402717590332
S001_P0017,2024-01-05,0.0
S001_P0017,2024-01-06,23.27401161193848
S001_P0017,2024-01-07,36.06791687011719
S001_P0017,2024-01-08,34.380611419677734
S001_P0018,2024-01-02,9.949788093566896
S001_P0018,2024-01-03,3.017568588256836
S001_P0018,2024-01-04,0.0
S001_P0018,2024-01-05,17.06991195678711
S001_P0018,2024-01-06,8.195038795471191
S001_P0018,2024-01-07,8.14741325378418
S001_P0018,2024-01-08,0.0
S001_P0019,2024-01-02,15.10531234741211
S001_P0019,2024-01-03,12.553815841674805
S001_P0019,2024-01-04,14.28358554840088
S001_P0019,2024-01-05,0.0
S001_P0019,2024-01-06,9.303396224975586
S001_P0019,2024-01-07,16.4764461517334
S001_P0019,2024-01-08,3.542120218276977
S001_P0020,2024-01-02,4.961766719818115
S001_P0020,2024-01-03,14.619306564331056
S001_P0020,2024-01-04,0.0
S001_P0020,2024-01-05,9.976550102233888
S001_P0020,2024-01-06,14.02373504638672
S001_P0020,2024-01-07,27.651233673095703
S001_P0020,2024-01-08,63.135738372802734
S002_P0001,2024-01-02,0.0
S002_P0001,2024-01-03,0.0
S002_P0001,2024-01-04,0.0
S002_P0001,2024-01-05,2.591326951980591
S002_P0001,2024-01-06,43.82680130004883
S002_P0001,2024-01-07,26.777034759521484
S002_P0001,2024-01-08,62.314640045166016
S002_P0002,2024-01-02,8.706296920776367
S002_P0002,2024-01-03,33.56120300292969
S002_P0002,2024-01-04,23.80713653564453
S002_P0002,2024-01-05,18.28486442565918
S002_P0002,2024-01-06,24.71899032592773
S002_P0002,2024-01-07,0.0
S002_P0002,2024-01-08,26.440454483032227
S002_P0003,2024-01-02,21.46584892272949
S002_P0003,2024-01-03,10.351990699768066
S002_P0003,2024-01-04,0.0
S002_P0003,2024-01-05,40.30463790893555
S002_P0003,2024-01-06,1.3672089576721191
S002_P0003,2024-01-07,40.04671096801758
S002_P0003,2024-01-08,6.246820449829102
S002_P0004,2024-01-02,0.0
S002_P0004,2024-01-03,0.0
S002_P0004,2024-01-04,2.1264779567718506
S002_P0004,2024-01-05,15.09687042236328
S002_P0004,2024-01-06,2.7752158641815186
S002_P0004,2024-01-07,0.0
S002_P0004,2024-01-08,0.0
S002_P0005,2024-01-02,42.00819778442383
S002_P0005,2024-01-03,3.288612127304077
S002_P0005,2024-01-04,0.0
S002_P0005,2024-01-05,6.345058441162109
S002_P0005,2024-01-06,3.4538795948028564
S002_P0005,2024-01-07,0.0
S002_P0005,2024-01-08,56.90972518920898
S002_P0006,2024-01-02,4.223516941070557
S002_P0006,2024-01-03,8.940035820007324
S002_P0006,2024-01-04,5.6207122802734375
S002_P0006,2024-01-05,9.956306457519531
S002_P0006,2024-01-06,0.0
S002_P0006,2024-01-07,50.95260620117188
